"job_title","company_name","job_city","job_state","min_salary_k","max_salary_k","avg_salary_k","rating","company_age","python_yn","sql_yn","excel_yn","tableau_yn","industry","sector","revenue"
"Data Scientist","Compass Consulting Group","Thousand Oaks","CA",112,116,114,"4.7",16,1,1,0,0,"Consulting","Business Services","Unknown / Non-Applicable"
"Data Science Software Engineer","Klaviyo","Boston","MA",112,116,114,"4.8",12,1,0,0,0,"Computer Hardware & Software","Information Technology","Unknown / Non-Applicable"
"AI Ops Data Scientist","AstraZeneca","Gaithersburg","MD",112,116,114,"4.0",111,1,1,0,0,"Biotech & Pharmaceuticals","Biotech & Pharmaceuticals","$10+ billion (USD)"
"Data Scientist","SolutionIT, Inc.","Edison","NJ",112,116,114,"4.4",NULL,0,0,0,0,"-1","-1","Unknown / Non-Applicable"
"Data Scientist","Perspecta","Adelphi","MD",112,116,114,"3.2",6,1,0,0,0,"Aerospace & Defense","Aerospace & Defense","Unknown / Non-Applicable"
"Data Scientist","Smith Hanley Associates","Washington","DC",112,116,114,"4.5",44,1,1,0,0,"Staffing & Outsourcing","Business Services","Unknown / Non-Applicable"
"Scientist - Machine Learning","Allen Institute","Seattle","WA",112,116,114,"3.5",21,0,0,0,0,"Research & Development","Business Services","$100 to $500 million (USD)"
"Data Scientist","Eliassen Group","Plano","TX",112,116,114,"4.4",35,1,0,0,0,"Staffing & Outsourcing","Business Services","$100 to $500 million (USD)"
"Data Scientist","Bayside Solutions","Sunnyvale","CA",112,116,114,"3.1",23,1,1,1,1,"Staffing & Outsourcing","Business Services","$1 to $5 million (USD)"
"Sr. Data Scientist","Evolve Vacation Rental","Denver","CO",112,116,114,"3.5",13,1,1,0,0,"Travel Agencies","Travel & Tourism","Unknown / Non-Applicable"
"Data Scientist","AgreeYa Solutions","Thousand Oaks","CA",112,116,114,"3.8",25,1,1,1,0,"IT Services","Information Technology","$50 to $100 million (USD)"
"Data Scientist","Carolina Power & Light Co","McLean","VA",112,116,114,"3.7",116,1,1,1,0,"Energy","Oil, Gas, Energy & Utilities","Unknown / Non-Applicable"
"Analytics Manager - Data Mart","Central California Alliance for Health","Scotts Valley","CA",112,116,114,"3.5",28,0,1,0,1,"Health Care Services & Hospitals","Health Care","$500 million to $1 billion (USD)"
"Data Modeler (Analytical Systems)","MassMutual","Boston","MA",112,116,114,"3.7",173,0,1,1,0,"Insurance Carriers","Insurance","$10+ billion (USD)"
"Applied AI Scientist / Engineer","New Iron Group, Inc.","Boston","MA",112,116,114,"5.0",21,1,1,0,0,"Computer Hardware & Software","Information Technology","Unknown / Non-Applicable"
"Data Engineer (Analytics, SQL, Python, AWS)","Travelers","Hartford","CT",112,116,114,"4.0",171,1,1,0,0,"Insurance Carriers","Insurance","$10+ billion (USD)"
"Senior Data Analyst - Finance & Platform Analytics","Twitch","San Francisco","CA",112,116,114,"3.6",13,1,1,0,1,"Internet","Information Technology","Unknown / Non-Applicable"
"Senior Data Scientist","Klaviyo","Boston","MA",110,163,136,"4.8",12,0,0,0,0,"Computer Hardware & Software","Information Technology","Unknown / Non-Applicable"
"Market Research Data Scientist","GutCheck","Denver","CO",110,163,136,"3.8",15,0,0,1,0,"Advertising & Marketing","Business Services","$10 to $25 million (USD)"
"IT Partner Digital Health Technology and Data Science","Biogen","Cambridge","MA",110,163,136,"3.6",46,0,0,1,0,"Biotech & Pharmaceuticals","Biotech & Pharmaceuticals","$10+ billion (USD)"
"Data Scientist","HireAi","San Francisco","CA",110,163,136,"-1",NULL,1,1,1,1,"-1","-1","-1"
"Data Scientist","HireAi","San Francisco","CA",110,163,136,"-1",NULL,1,1,1,1,"-1","-1","-1"
"Senior Machine Learning Scientist - Bay Area, CA","Tempus Labs","Redwood City","CA",110,163,136,"3.3",9,1,1,0,0,"Biotech & Pharmaceuticals","Biotech & Pharmaceuticals","Unknown / Non-Applicable"
"Software Engineer (Data Scientist, C,C++,Linux,Unix) - SISW - MG","Mentor Graphics","Fremont","CA",110,163,136,"4.1",43,1,0,1,0,"Computer Hardware & Software","Information Technology","$1 to $2 billion (USD)"
"Senior Clinical Data Scientist Programmer","WCG (WIRB-Copernicus Group)","Hamilton","NJ",110,163,136,"3.6",NULL,0,0,1,0,"Biotech & Pharmaceuticals","Biotech & Pharmaceuticals","$100 to $500 million (USD)"
"Data Engineer","Kingfisher Systems","Falls Church","VA",110,163,136,"4.5",19,1,1,0,0,"Federal Agencies","Government","$25 to $50 million (USD)"
"Computer Vision / Deep Learning Scientist","Tempus Labs","Chicago","IL",110,163,136,"3.3",9,0,0,0,0,"Biotech & Pharmaceuticals","Biotech & Pharmaceuticals","Unknown / Non-Applicable"
"Data Solutions Engineer - Data Modeler","Liberty Mutual Insurance","Indianapolis","IN",110,163,136,"3.4",112,1,1,0,0,"Insurance Carriers","Insurance","$10+ billion (USD)"
"Data Scientist","Visionary Integration Professionals","Washington","DC",110,163,136,"4.3",28,0,0,1,0,"IT Services","Information Technology","$100 to $500 million (USD)"
"Data Scientist - Machine Learning","VANTA Partners","Open Fork","VA",79,133,106,"5.0",6,1,0,0,0,"Staffing & Outsourcing","Business Services","Unknown / Non-Applicable"
"Data Scientist (TS/SCI w/ Poly)","Maxar Technologies","Herndon","VA",110,163,136,"3.5",NULL,1,0,0,0,"Aerospace & Defense","Aerospace & Defense","$2 to $5 billion (USD)"
"Weapons and Sensors Engineer/Scientist","Dynetics","Huntsville","AL",110,163,136,"4.0",50,1,0,0,0,"Aerospace & Defense","Aerospace & Defense","$100 to $500 million (USD)"
"Applied Computer Scientist","Systems & Technology Research","Woburn","MA",110,163,136,"4.5",14,0,0,0,0,"Aerospace & Defense","Aerospace & Defense","$100 to $500 million (USD)"
"Senior Data Analyst","Novetta","Herndon","VA",110,163,136,"4.5",12,1,1,1,0,"Enterprise Software & Network Solutions","Information Technology","$100 to $500 million (USD)"
"Cloud Data Engineer (Azure)","Navy Federal Credit Union","Merrifield","VA",110,163,136,"3.9",91,0,1,0,1,"Banks & Credit Unions","Finance","Unknown / Non-Applicable"
"Lead Certified Clinical Laboratory Scientist - Saturday - Tuesday, 8:00pm - 6:30am shift","Exact Sciences Corporation","Madison","WI",110,163,136,"4.0",29,0,0,0,0,"Health Care Services & Hospitals","Health Care","$100 to $500 million (USD)"
"Sr. Data Analyst","Community Behavioral Health","Philadelphia","PA",110,163,136,"3.6",30,0,1,1,1,"Health Care Services & Hospitals","Health Care","$500 million to $1 billion (USD)"
"Senior Scientist - Toxicologist - Product Integrity (Stewardship)","Reynolds American","Winston-Salem","NC",110,163,136,"3.3",149,0,0,1,0,"Consumer Products Manufacturing","Manufacturing","$10+ billion (USD)"
"Senior Machine Learning Engineer","LifeOmic","Raleigh","NC",110,163,136,"5.0",8,0,0,0,0,"Enterprise Software & Network Solutions","Information Technology","Unknown / Non-Applicable"
"Product Data Scientist - Ads Data Science","Twitter","San Francisco","CA",124,198,161,"4.1",18,1,0,0,0,"Internet","Information Technology","$2 to $5 billion (USD)"
"Data Scientist","Postmates - Corporate HQ","San Francisco","CA",124,198,161,"3.2",13,1,1,0,0,"Express Delivery Services","Transportation & Logistics","Unknown / Non-Applicable"
"Data Scientist","Visionist, Inc.","Columbia","MD",124,198,161,"4.9",14,1,0,0,1,"Enterprise Software & Network Solutions","Information Technology","$10 to $25 million (USD)"
"Data Scientist","Navio","San Mateo","CA",124,198,161,"-1",NULL,0,0,0,0,"-1","-1","Unknown / Non-Applicable"
"Data Scientist","Concerto HealthAI","Boston","MA",124,198,161,"3.3",6,1,0,0,0,"Biotech & Pharmaceuticals","Biotech & Pharmaceuticals","Unknown / Non-Applicable"
"Data Scientist","Evolvinc","Burbank","CA",124,198,161,"-1",19,1,1,1,0,"IT Services","Information Technology","Unknown / Non-Applicable"
"Data Scientist","PROPRIUS","Sunnyvale","CA",124,198,161,"5.0",NULL,1,0,0,1,"Enterprise Software & Network Solutions","Information Technology","Unknown / Non-Applicable"
"Data Scientist","TECHNOCRAFT Solutions","San Ramon","CA",124,198,161,"3.4",NULL,1,1,0,0,"Advertising & Marketing","Business Services","$1 to $5 million (USD)"
"Data Scientist","B4Corp","Reston","VA",79,133,106,"-1",NULL,1,1,1,0,"IT Services","Information Technology","Unknown / Non-Applicable"
"Data Scientist","Latitude, Inc.","Washington","DC",124,198,161,"4.1",NULL,1,1,0,1,"Consulting","Business Services","$1 to $5 million (USD)"
"Data Scientist","Royce Geospatial","Springfield","VA",124,198,161,"5.0",10,1,1,0,0,"Aerospace & Defense","Aerospace & Defense","$10 to $25 million (USD)"
"Data Scientist","CyberCoders","Phoenix","AZ",124,198,161,"4.2",25,1,1,0,0,"Staffing & Outsourcing","Business Services","$100 to $500 million (USD)"
"Data Scientist","Booz Allen Hamilton Inc.","Oxnard","CA",124,198,161,"3.7",110,1,0,0,1,"Consulting","Business Services","$5 to $10 billion (USD)"
"Data Scientist","Burns & McDonnell","Kansas City","MO",124,198,161,"3.8",126,1,1,1,0,"Architectural & Engineering Services","Business Services","$1 to $2 billion (USD)"
"Data Scientist","InvenTech Info","Jersey City","NJ",124,198,161,"4.8",14,1,1,0,0,"IT Services","Information Technology","$1 to $5 million (USD)"
"Data Scientist","Robert Half","Manchester","NH",124,198,161,"3.5",76,1,1,0,0,"Staffing & Outsourcing","Business Services","$2 to $5 billion (USD)"
"Analytics - Business Assurance Data Analyst","GreatAmerica Financial Services","Cedar Rapids","IA",124,198,161,"4.6",32,0,1,1,1,"Lending","Finance","$100 to $500 million (USD)"
"Data Scientist","Conflux Systems Inc.","Winters","TX",124,198,161,"4.5",NULL,1,1,1,0,"Accounting","Accounting & Legal","Less than $1 million (USD)"
"Data Scientist","Criteo","Ann Arbor","MI",124,198,161,"3.9",19,1,0,0,0,"Internet","Information Technology","$2 to $5 billion (USD)"
"Data Scientist","Voice","Brooklyn","NY",124,198,161,"3.4",NULL,1,0,0,0,"-1","-1","Unknown / Non-Applicable"
"Data Scientist","Microagility","New York","NY",124,198,161,"-1",NULL,0,1,1,0,"Consulting","Business Services","$1 to $5 million (USD)"
"Data Scientist","Coverent","McLean","VA",124,198,161,"4.1",16,1,0,1,0,"Consulting","Business Services","$10 to $25 million (USD)"
"Data Scientist","Via Transportation","New York","NY",79,133,106,"3.7",12,1,1,0,1,"Internet","Information Technology","Unknown / Non-Applicable"
"Senior Data Scientist","Benson Hill","Saint Louis","MO",79,133,106,"3.5",12,1,0,1,0,"Biotech & Pharmaceuticals","Biotech & Pharmaceuticals","$1 to $5 million (USD)"
"Data Scientist","Conch Technologies, Inc","Concord","CA",79,133,106,"4.6",NULL,0,0,0,0,"Consulting","Business Services","$5 to $10 million (USD)"
"Data Scientist","Falcon IT & Staffing Solutions","Fort Belvoir","VA",79,133,106,"-1",NULL,1,0,1,0,"-1","-1","Unknown / Non-Applicable"
"Data Scientist","Rainmaker Resources, LLC","Cincinnati","OH",79,133,106,"-1",NULL,0,0,1,0,"-1","-1","Unknown / Non-Applicable"
"Data Engineer","Rocket Lawyer","San Francisco","CA",79,133,106,"4.4",16,1,1,1,0,"Computer Hardware & Software","Information Technology","$50 to $100 million (USD)"
"Data Scientist","DataLab USA","Germantown","MD",79,133,106,"3.6",NULL,1,1,1,1,"IT Services","Information Technology","Unknown / Non-Applicable"
"Data Scientist","Werner Enterprises Inc","Omaha","NE",79,133,106,"3.1",68,0,0,0,0,"Logistics & Supply Chain","Transportation & Logistics","$2 to $5 billion (USD)"
"Data Scientist","Sonde Health","Boston","MA",79,133,106,"-1",NULL,1,0,0,0,"Health Care Services & Hospitals","Health Care","Less than $1 million (USD)"
"Data Scientist","Maxiom","Ashburn","VA",79,133,106,"5.0",NULL,1,1,1,1,"-1","-1","Unknown / Non-Applicable"
"Data Scientist","Change Healthcare","Lombard","IL",79,133,106,"2.7",17,0,1,1,0,"IT Services","Information Technology","Unknown / Non-Applicable"
"Data Scientist","DCS Corp","Hampton","VA",79,133,106,"4.1",47,1,0,1,0,"Research & Development","Business Services","$100 to $500 million (USD)"
"Data Scientist","Hive (CA)","San Francisco","CA",79,133,106,"2.1",5,1,1,0,0,"Telecommunications Services","Telecommunications","Unknown / Non-Applicable"
"Machine Learning Engineer/Scientist","Jane Street","New York","NY",79,133,106,"4.8",24,0,0,0,0,"Investment Banking & Asset Management","Finance","Unknown / Non-Applicable"
"Data Scientist - Intermediate","Envision LLC","Saint Louis","MO",69,116,92,"4.5",30,1,0,1,0,"Staffing & Outsourcing","Business Services","$25 to $50 million (USD)"
"Principal Data Scientist","Autodesk","San Francisco","CA",69,116,92,"4.0",42,1,0,1,0,"Computer Hardware & Software","Information Technology","$2 to $5 billion (USD)"
"Data Scientist","Hackensack Meridian Health","Edison","NJ",69,116,92,"3.3",NULL,1,0,0,1,"Health Care Services & Hospitals","Health Care","$5 to $10 billion (USD)"
"Senior Data Scientist – Image Analytics, Novartis AI Innovation Lab","Novartis","Cambridge","MA",69,116,92,"3.9",28,0,0,0,0,"Biotech & Pharmaceuticals","Biotech & Pharmaceuticals","$10+ billion (USD)"
"Data Scientist","Net2Source Inc.","Alpharetta","GA",69,116,92,"3.2",17,1,1,1,0,"Staffing & Outsourcing","Business Services","$100 to $500 million (USD)"
"Data Scientist","The Trade Desk","Boulder","CO",69,116,92,"3.2",15,1,1,0,0,"Internet","Information Technology","Unknown / Non-Applicable"
"Data Scientist- Industrial Discrete Sector Industry","IBM","Atlanta","GA",69,116,92,"3.7",113,1,0,1,0,"IT Services","Information Technology","$10+ billion (USD)"
"Data Scientist","Knowesis Inc.","Falls Church","VA",69,116,92,"4.4",17,1,1,0,1,"Consulting","Business Services","$25 to $50 million (USD)"
"Data Scientist","MoTek Technologies","Mountain View","CA",69,116,92,"3.1",15,1,1,1,0,"IT Services","Information Technology","$1 to $5 million (USD)"
"Data Scientist","The Davey Tree Expert Company","Kent","OH",69,116,92,"3.3",144,1,1,1,0,"Timber Operations","Agriculture & Forestry","$1 to $2 billion (USD)"
"Data Scientist","HPOne","Trumbull","CT",69,116,92,"3.5",18,1,0,1,1,"Insurance Carriers","Insurance","$50 to $100 million (USD)"
"Data Scientist","Stride Search","San Francisco","CA",69,116,92,"-1",NULL,1,0,0,0,"-1","-1","Less than $1 million (USD)"
"Machine Learning Engineer","Software Engineering Institute","Pittsburgh","PA",69,116,92,"2.6",40,1,0,0,0,"Colleges & Universities","Education","Unknown / Non-Applicable"
"Data Scientist","Blue Cloak LLC","Sterling","VA",69,116,92,"-1",NULL,1,1,0,1,"-1","-1","-1"
"Data Scientist","TBWA\Chiat\Day","New York","NY",69,116,92,"2.7",56,1,1,1,1,"Advertising & Marketing","Business Services","$100 to $500 million (USD)"
"Data Scientist","ThreeBridge Solutions","Alpharetta","GA",69,116,92,"3.5",15,1,1,0,0,"Consulting","Business Services","Unknown / Non-Applicable"
"Data Scientist","Numeric, LLC","Philadelphia","PA",69,116,92,"3.2",NULL,1,1,0,0,"Staffing & Outsourcing","Business Services","$5 to $10 million (USD)"
"Data Analyst - Unilever Prestige","Dermalogica","Carson","CA",69,116,92,"3.8",38,1,1,0,1,"Consumer Products Manufacturing","Manufacturing","$100 to $500 million (USD)"
"Data Scientist","Centraprise","Foster City","CA",69,116,92,"4.2",NULL,1,1,0,0,"IT Services","Information Technology","Less than $1 million (USD)"
"Data Scientist","TechProjects","New York","NY",69,116,92,"4.8",13,1,1,1,1,"IT Services","Information Technology","Unknown / Non-Applicable"
"Data Scientist","DW Simpson","Frederick","MD",69,116,92,"4.2",35,1,1,1,1,"Staffing & Outsourcing","Business Services","$10 to $25 million (USD)"
"Data & Machine Learning Scientist","Tempus Labs","Chicago","IL",31,56,43,"3.3",9,1,1,0,0,"Biotech & Pharmaceuticals","Biotech & Pharmaceuticals","Unknown / Non-Applicable"
"Data Scientist","Grid Dynamics","Santa Clara","CA",31,56,43,"4.0",18,1,1,1,1,"Enterprise Software & Network Solutions","Information Technology","$50 to $100 million (USD)"
"VP, Data Science","7Park Data","New York","NY",31,56,43,"3.9",12,1,0,1,0,"Research & Development","Business Services","Unknown / Non-Applicable"
"Senior Business Intelligence Analyst","Protolabs","Maple Plain","MN",31,56,43,"3.7",25,0,1,0,0,"Miscellaneous Manufacturing","Manufacturing","$100 to $500 million (USD)"
"Data Scientist","LinQuest","Colorado Springs","CO",31,56,43,"3.9",20,1,1,1,1,"Aerospace & Defense","Aerospace & Defense","$50 to $100 million (USD)"
"Data Engineer - Kafka","Western Digital","San Jose","CA",31,56,43,"3.5",54,1,0,0,0,"Computer Hardware & Software","Information Technology","$10+ billion (USD)"
"Data Scientist","Trexquant Investment","United States","",31,56,43,"4.0",12,1,1,0,0,"Investment Banking & Asset Management","Finance","Unknown / Non-Applicable"
"Data Scientist","Ameritas Life Insurance Corp","Cincinnati","OH",31,56,43,"3.0",137,0,0,0,0,"Insurance Agencies & Brokerages","Insurance","$2 to $5 billion (USD)"
"Data Scientist","Fleetcor","Atlanta","GA",31,56,43,"3.7",24,1,0,1,1,"Financial Transaction Processing","Finance","$2 to $5 billion (USD)"
"Data Scientist","Radiant Digital","Washington","DC",31,56,43,"4.5",NULL,1,1,1,0,"-1","-1","Less than $1 million (USD)"
"Data Scientist","Child Care Aware of America","Arlington","VA",31,56,43,"2.8",37,1,1,1,0,"Social Assistance","Non-Profit","$25 to $50 million (USD)"
"Data Scientist","IntelliPro Group Inc.","Santa Clara","CA",31,56,43,"4.1",NULL,1,0,1,0,"-1","-1","$10 to $25 million (USD)"
"In-Line Inspection Data Analyst","Quest Integrity","Tulsa","OK",31,56,43,"2.9",28,0,0,1,0,"Oil & Gas Services","Oil, Gas, Energy & Utilities","$50 to $100 million (USD)"
"Data Scientist","Praxis Engineering","Chantilly","VA",31,56,43,"4.7",22,0,1,0,0,"Computer Hardware & Software","Information Technology","$100 to $500 million (USD)"
"Data Scientist","USI","Southfield","MI",31,56,43,"3.4",26,1,1,1,0,"Construction","Construction, Repair & Maintenance","$100 to $500 million (USD)"
"Data Scientist","Apex Systems","San Francisco","CA",31,56,43,"3.9",29,0,1,0,0,"Staffing & Outsourcing","Business Services","$2 to $5 billion (USD)"
"Data Scientist","Pragmatics, Inc.","United States","",31,56,43,"2.9",39,1,0,0,0,"IT Services","Information Technology","$100 to $500 million (USD)"
"Decision Scientist","Johns Hopkins University Applied Physics Laboratory","Laurel","MD",31,56,43,"4.5",82,0,0,1,0,"Aerospace & Defense","Aerospace & Defense","$1 to $2 billion (USD)"
"Data Scientist","Cambridge Mobile Telematics","Cambridge","MA",31,56,43,"4.9",14,1,0,0,0,"Enterprise Software & Network Solutions","Information Technology","Unknown / Non-Applicable"
"Data Scientist - TS/SCI FSP or CI Required","Phoenix Operations Group","Annapolis Junction","MD",31,56,43,"5.0",13,1,0,0,0,"IT Services","Information Technology","$1 to $5 million (USD)"
"Data Scientist, Applied Machine Learning - Bay Area","Tempus Labs","Redwood City","CA",95,119,107,"3.3",9,1,1,0,0,"Biotech & Pharmaceuticals","Biotech & Pharmaceuticals","Unknown / Non-Applicable"
"Data Scientist","The Knot Worldwide","Washington","DC",95,119,107,"3.5",5,1,0,0,0,"Internet","Information Technology","Unknown / Non-Applicable"
"Data Scientist","Crossover Health","San Clemente","CA",95,119,107,"3.5",14,1,0,1,1,"Health Care Services & Hospitals","Health Care","$1 to $5 million (USD)"
"Data Scientist","Lorven Technologies Inc","New York","NY",95,119,107,"4.0",NULL,1,1,0,0,"Accounting","Accounting & Legal","Less than $1 million (USD)"
"Data Analyst","Nolij Consulting","Falls Church","VA",95,119,107,"3.9",12,1,1,1,1,"Consulting","Business Services","$1 to $5 million (USD)"
"Data Scientist","Dice.com","Newton","MA",95,119,107,"3.4",34,1,1,1,0,"Staffing & Outsourcing","Business Services","$100 to $500 million (USD)"
"Data Scientist","Gap Inc.","San Francisco","CA",95,119,107,"3.5",55,1,1,0,0,"Department, Clothing, & Shoe Stores","Retail","$10+ billion (USD)"
"Data Scientist","Tygart Technology, Inc","Washington","DC",95,119,107,"4.7",NULL,1,1,1,0,"-1","-1","$1 to $5 million (USD)"
"Data Scientist","Hatch Data Inc","San Francisco","CA",95,119,107,"-1",NULL,1,0,0,0,"-1","-1","-1"
"Data Scientist","Hatch Data Inc","San Francisco","CA",95,119,107,"-1",NULL,1,0,0,0,"-1","-1","-1"
"Data Scientist","Hatch Data Inc","San Francisco","CA",95,119,107,"-1",NULL,1,0,0,0,"-1","-1","-1"
"Data Scientist","Hatch Data Inc","San Francisco","CA",95,119,107,"-1",NULL,1,0,0,0,"-1","-1","-1"
"Data Scientist","Hatch Data Inc","San Francisco","CA",95,119,107,"-1",NULL,1,0,0,0,"-1","-1","-1"
"Data Scientist","Hatch Data Inc","San Francisco","CA",95,119,107,"-1",NULL,1,0,0,0,"-1","-1","-1"
"Data Scientist","Murray Resources","The Woodlands","TX",95,119,107,"4.6",36,1,1,1,1,"Staffing & Outsourcing","Business Services","$10 to $25 million (USD)"
"Data Scientist","New York Technology Partners","Seattle","WA",95,119,107,"4.0",25,1,1,1,0,"Computer Hardware & Software","Information Technology","$10 to $25 million (USD)"
"Data Scientist","Two95 International Inc.","Chicago","IL",95,119,107,"4.0",NULL,1,1,0,0,"Staffing & Outsourcing","Business Services","$1 to $5 million (USD)"
"Data Scientist","Sophinea","Chantilly","VA",95,119,107,"-1",NULL,0,1,0,0,"-1","-1","Unknown / Non-Applicable"
"Data Scientist","CRS Group","Chicago","IL",95,119,107,"4.7",30,0,0,0,0,"Staffing & Outsourcing","Business Services","$10 to $25 million (USD)"
"Data Scientist","Blackstone Talent Group","San Francisco","CA",95,119,107,"3.5",26,1,0,0,0,"Consulting","Business Services","$25 to $50 million (USD)"
"Data Scientist - TS/SCI Required","Phoenix Operations Group","Baltimore","MD",95,119,107,"5.0",13,1,0,0,0,"IT Services","Information Technology","$1 to $5 million (USD)"
"Senior Principal Data Scientist (Python/R)","Roche","Pleasanton","CA",212,331,271,"4.1",128,1,1,1,0,"Biotech & Pharmaceuticals","Biotech & Pharmaceuticals","$10+ billion (USD)"
"Real World Science, Data Scientist","AstraZeneca","Wilmington","DE",212,331,271,"4.0",111,1,1,0,0,"Biotech & Pharmaceuticals","Biotech & Pharmaceuticals","$10+ billion (USD)"
"Data Scientist","Creative Circle","United States","",212,331,271,"3.6",22,1,1,0,0,"Staffing & Outsourcing","Business Services","Unknown / Non-Applicable"
"Data Scientist(s)/Machine Learning Engineer","Blue Horizon Tek Solutions","New York","NY",212,331,271,"5.0",37,1,0,1,0,"Staffing & Outsourcing","Business Services","Unknown / Non-Applicable"
"Senior Data Scientist","Maxar Technologies","Herndon","VA",212,331,271,"3.5",NULL,1,1,1,0,"Aerospace & Defense","Aerospace & Defense","$2 to $5 billion (USD)"
"Data Scientist","Sharpedge Solutions Inc","Seattle","WA",212,331,271,"4.7",NULL,1,1,1,0,"Publishing","Media","Less than $1 million (USD)"
"Data Scientist","Maxar Technologies","Herndon","VA",212,331,271,"3.5",NULL,1,1,0,1,"Aerospace & Defense","Aerospace & Defense","$2 to $5 billion (USD)"
"Data Scientist","Alaka`ina Foundation Family of Companies","Fort Sam Houston","TX",212,331,271,"3.6",NULL,1,1,0,0,"-1","-1","Unknown / Non-Applicable"
"ENGINEER - COMPUTER SCIENTIST - RESEARCH COMPUTER SCIENTIST - SIGNAL PROCESSING - SAN ANTONIO OR","Southwest Research Institute","Oklahoma City","OK",212,331,271,"3.9",77,1,0,1,0,"Research & Development","Business Services","$500 million to $1 billion (USD)"
"Data Scientist","Hexagon US Federal","Lexington Park","MD",212,331,271,"2.7",14,0,0,1,0,"Aerospace & Defense","Aerospace & Defense","Unknown / Non-Applicable"
"Data Science Software Engineer","Klaviyo","Boston","MA",212,331,271,"4.8",12,1,0,0,0,"Computer Hardware & Software","Information Technology","Unknown / Non-Applicable"
"Scientist / Group Lead, Cancer Biology","Monte Rosa Therapeutics","Cambridge","MA",212,331,271,"-1",NULL,0,0,1,0,"-1","-1","-1"
"Data Scientist","Comtech Global Inc","Washington","DC",212,331,271,"4.0",NULL,1,1,0,1,"Health, Beauty, & Fitness","Consumer Services","$5 to $10 million (USD)"
"Data Scientist","Aveshka, Inc.","Washington","DC",212,331,271,"3.8",14,1,1,1,0,"IT Services","Information Technology","$10 to $25 million (USD)"
"Manager, Field Application Scientist, Southeast","10x Genomics","Raleigh","NC",212,331,271,"4.2",12,0,0,1,0,"Biotech & Pharmaceuticals","Biotech & Pharmaceuticals","Unknown / Non-Applicable"
"COMPUTER SCIENTIST - ENGINEER - RESEARCH COMPUTER SCIENTIST - SIGNAL PROCESSING","Southwest Research Institute","Dayton","OH",212,331,271,"3.9",77,1,0,1,0,"Research & Development","Business Services","$500 million to $1 billion (USD)"
"Data Scientist","CompuForce","New York","NY",212,331,271,"-1",NULL,0,0,1,0,"-1","-1","Unknown / Non-Applicable"
"Data Scientist","Smith Hanley Associates","Washington","DC",212,331,271,"4.5",44,1,1,0,0,"Staffing & Outsourcing","Business Services","Unknown / Non-Applicable"
"Scientist - Machine Learning","Allen Institute","Seattle","WA",212,331,271,"3.5",21,0,0,0,0,"Research & Development","Business Services","$100 to $500 million (USD)"
"Data Scientist","1-800-Flowers","New York","NY",212,331,271,"2.7",48,1,1,1,1,"Wholesale","Business Services","$1 to $2 billion (USD)"
"Data Scientist","Aptive","Washington","DC",212,331,271,"3.5",12,1,1,1,1,"Consulting","Business Services","$25 to $50 million (USD)"
"Data Scientist - Image and Video Analytics","The Mom Project","Longmont","CO",66,112,89,"4.9",8,1,0,0,0,"Staffing & Outsourcing","Business Services","Unknown / Non-Applicable"
"Data Scientist","Powertek","Washington","DC",66,112,89,"3.6",23,0,0,0,0,"IT Services","Information Technology","$25 to $50 million (USD)"
"Data Scientist","JCD Staffing","Washington","DC",66,112,89,"5.0",NULL,1,1,1,1,"-1","-1","Unknown / Non-Applicable"
"Data Scientist","Bayside Solutions","Sunnyvale","CA",66,112,89,"3.1",23,1,1,1,1,"Staffing & Outsourcing","Business Services","$1 to $5 million (USD)"
"Senior Data Engineer","Thumbtack","San Francisco","CA",66,112,89,"3.9",15,1,0,1,0,"Internet","Information Technology","Unknown / Non-Applicable"
"Data Scientist","MILVETS Systems Technology, Inc.","Patuxent","Anne Arundel",66,112,89,"3.4",38,0,0,1,0,"IT Services","Information Technology","$25 to $50 million (USD)"
"Machine Learning Scientist / Engineer","Apple","Santa Clara","CA",66,112,89,"4.1",48,0,0,0,0,"Computer Hardware & Software","Information Technology","$10+ billion (USD)"
"Data Scientist","Kforce","Fairfax","VA",66,112,89,"4.1",58,0,0,0,0,"Staffing & Outsourcing","Business Services","$1 to $2 billion (USD)"
"Sr. Data Scientist","Evolve Vacation Rental","Denver","CO",66,112,89,"3.5",13,1,1,0,0,"Travel Agencies","Travel & Tourism","Unknown / Non-Applicable"
"Intelligence Data Analyst, Senior","The Buffalo Group","Fort Belvoir","VA",66,112,89,"4.3",14,1,0,0,0,"IT Services","Information Technology","$100 to $500 million (USD)"
